Fold,scenario_id,group,w_idx,p_idx,k_idx
7,2977,out_of_sample,23,20,2
7,2981,out_of_sample,23,21,1
7,2985,out_of_sample,23,22,0
7,2986,out_of_sample,23,22,1
7,2987,out_of_sample,23,22,2
7,2992,out_of_sample,23,23,2
7,2993,out_of_sample,23,23,3
7,2995,out_of_sample,23,24,0
7,2996,out_of_sample,23,24,1
7,2999,out_of_sample,23,24,4
7,3005,out_of_sample,24,1,0
7,3007,out_of_sample,24,1,2
7,3013,out_of_sample,24,2,3
7,3016,out_of_sample,24,3,1
7,3020,out_of_sample,24,4,0
7,3022,out_of_sample,24,4,2
7,3023,out_of_sample,24,4,3
7,3024,out_of_sample,24,4,4
7,3026,out_of_sample,24,5,1
7,3028,out_of_sample,24,5,3
7,3031,out_of_sample,24,6,1
7,3032,out_of_sample,24,6,2
7,3036,out_of_sample,24,7,1
7,3041,out_of_sample,24,8,1
7,3045,out_of_sample,24,9,0
7,3046,out_of_sample,24,9,1
7,3047,out_of_sample,24,9,2
7,3049,out_of_sample,24,9,4
7,3050,out_of_sample,24,10,0
7,3052,out_of_sample,24,10,2
7,3054,out_of_sample,24,10,4
7,3055,out_of_sample,24,11,0
7,3056,out_of_sample,24,11,1
7,3057,out_of_sample,24,11,2
7,3058,out_of_sample,24,11,3
7,3059,out_of_sample,24,11,4
7,3061,out_of_sample,24,12,1
7,3062,out_of_sample,24,12,2
7,3066,out_of_sample,24,13,1
7,3067,out_of_sample,24,13,2
7,3069,out_of_sample,24,13,4
7,3071,out_of_sample,24,14,1
7,3073,out_of_sample,24,14,3
7,3074,out_of_sample,24,14,4
7,3075,out_of_sample,24,15,0
7,3076,out_of_sample,24,15,1
7,3079,out_of_sample,24,15,4
7,3082,out_of_sample,24,16,2
7,3086,out_of_sample,24,17,1
7,3089,out_of_sample,24,17,4
7,3090,out_of_sample,24,18,0
7,3091,out_of_sample,24,18,1
7,3092,out_of_sample,24,18,2
7,3094,out_of_sample,24,18,4
7,3096,out_of_sample,24,19,1
7,3098,out_of_sample,24,19,3
7,3099,out_of_sample,24,19,4
7,3100,out_of_sample,24,20,0
7,3104,out_of_sample,24,20,4
7,3106,out_of_sample,24,21,1
7,3107,out_of_sample,24,21,2
7,3113,out_of_sample,24,22,3
7,3115,out_of_sample,24,23,0
7,3116,out_of_sample,24,23,1
7,3118,out_of_sample,24,23,3
7,3119,out_of_sample,24,23,4
7,3123,out_of_sample,24,24,3
8,11,in_sample,0,2,1
8,26,in_sample,0,5,1
8,41,in_sample,0,8,1
8,58,in_sample,0,11,3
8,69,in_sample,0,13,4
8,85,in_sample,0,17,0
8,96,in_sample,0,19,1
8,106,in_sample,0,21,1
8,113,in_sample,0,22,3
8,132,in_sample,1,1,2
8,143,in_sample,1,3,3
8,152,in_sample,1,5,2
8,178,in_sample,1,10,3
8,193,in_sample,1,13,3
8,210,in_sample,1,17,0
8,211,in_sample,1,17,1
8,247,in_sample,1,24,2
8,281,in_sample,2,6,1
8,292,in_sample,2,8,2
8,319,in_sample,2,13,4
8,343,in_sample,2,18,3
8,353,in_sample,2,20,3
8,358,in_sample,2,21,3
8,374,in_sample,2,24,4
8,425,in_sample,3,10,0
8,426,in_sample,3,10,1
8,442,in_sample,3,13,2
8,460,in_sample,3,17,0
8,508,in_sample,4,1,3
8,516,in_sample,4,3,1
8,535,in_sample,4,7,0
8,539,in_sample,4,7,4
8,577,in_sample,4,15,2
8,586,in_sample,4,17,1
8,598,in_sample,4,19,3
8,632,in_sample,5,1,2
8,642,in_sample,5,3,2
8,664,in_sample,5,7,4
8,679,in_sample,5,10,4
8,684,in_sample,5,11,4
8,686,in_sample,5,12,1
8,695,in_sample,5,14,0
8,700,in_sample,5,15,0
8,729,in_sample,5,20,4
8,763,in_sample,6,2,3
8,787,in_sample,6,7,2
8,798,in_sample,6,9,3
8,808,in_sample,6,11,3
8,864,in_sample,6,22,4
8,884,in_sample,7,1,4
8,889,in_sample,7,2,4
8,906,in_sample,7,6,1
8,947,in_sample,7,14,2
8,971,in_sample,7,19,1
8,973,in_sample,7,19,3
8,976,in_sample,7,20,1
8,983,in_sample,7,21,3
8,998,in_sample,7,24,3
8,1023,in_sample,8,4,3
8,1026,in_sample,8,5,1
8,1075,in_sample,8,15,0
8,1086,in_sample,8,17,1
8,1113,in_sample,8,22,3
8,1150,in_sample,9,5,0
8,1169,in_sample,9,8,4
8,1190,in_sample,9,13,0
8,1207,in_sample,9,16,2
8,1218,in_sample,9,18,3
8,1221,in_sample,9,19,1
8,1246,in_sample,9,24,1
8,1268,in_sample,10,3,3
8,1273,in_sample,10,4,3
8,1277,in_sample,10,5,2
8,1303,in_sample,10,10,3
8,1306,in_sample,10,11,1
8,1313,in_sample,10,12,3
8,1329,in_sample,10,15,4
8,1333,in_sample,10,16,3
8,1342,in_sample,10,18,2
8,1410,in_sample,11,7,0
8,1412,in_sample,11,7,2
8,1426,in_sample,11,10,1
8,1431,in_sample,11,11,1
8,1439,in_sample,11,12,4
8,1441,in_sample,11,13,1
8,1443,in_sample,11,13,3
8,1462,in_sample,11,17,2
8,1468,in_sample,11,18,3
8,1472,in_sample,11,19,2
8,1477,in_sample,11,20,2
8,1488,in_sample,11,22,3
8,1499,in_sample,11,24,4
8,1505,in_sample,12,1,0
8,1510,in_sample,12,2,0
8,1534,in_sample,12,6,4
8,1588,in_sample,12,17,3
8,1602,in_sample,12,20,2
8,1625,in_sample,13,0,0
8,1638,in_sample,13,2,3
8,1639,in_sample,13,2,4
8,1645,in_sample,13,4,0
8,1651,in_sample,13,5,1
8,1654,in_sample,13,5,4
8,1663,in_sample,13,7,3
8,1666,in_sample,13,8,1
8,1701,in_sample,13,15,1
8,1704,in_sample,13,15,4
8,1721,in_sample,13,19,1
8,1725,in_sample,13,20,0
8,1728,in_sample,13,20,3
8,1771,in_sample,14,4,1
8,1774,in_sample,14,4,4
8,1786,in_sample,14,7,1
8,1787,in_sample,14,7,2
8,1822,in_sample,14,14,2
8,1828,in_sample,14,15,3
8,1832,in_sample,14,16,2
8,1836,in_sample,14,17,1
8,1851,in_sample,14,20,1
8,1859,in_sample,14,21,4
8,1861,in_sample,14,22,1
8,1869,in_sample,14,23,4
8,1884,in_sample,15,1,4
8,1900,in_sample,15,5,0
8,1926,in_sample,15,10,1
8,1934,in_sample,15,11,4
8,1949,in_sample,15,14,4
8,2022,in_sample,16,4,2
8,2028,in_sample,16,5,3
8,2058,in_sample,16,11,3
8,2063,in_sample,16,12,3
8,2065,in_sample,16,13,0
8,2069,in_sample,16,13,4
8,2073,in_sample,16,14,3
8,2088,in_sample,16,17,3
8,2104,in_sample,16,20,4
8,2118,in_sample,16,23,3
8,2133,in_sample,17,1,3
8,2187,in_sample,17,12,2
8,2188,in_sample,17,12,3
8,2201,in_sample,17,15,1
8,2212,in_sample,17,17,2
8,2214,in_sample,17,17,4
8,2220,in_sample,17,19,0
8,2255,in_sample,18,1,0
8,2286,in_sample,18,7,1
8,2291,in_sample,18,8,1
8,2292,in_sample,18,8,2
8,2293,in_sample,18,8,3
8,2314,in_sample,18,12,4
8,2336,in_sample,18,17,1
8,2382,in_sample,19,1,2
8,2396,in_sample,19,4,1
8,2399,in_sample,19,4,4
8,2432,in_sample,19,11,2
8,2479,in_sample,19,20,4
8,2480,in_sample,19,21,0
8,2485,in_sample,19,22,0
8,2507,in_sample,20,1,2
8,2517,in_sample,20,3,2
8,2533,in_sample,20,6,3
8,2561,in_sample,20,12,1
8,2566,in_sample,20,13,1
8,2578,in_sample,20,15,3
8,2582,in_sample,20,16,2
8,2585,in_sample,20,17,0
8,2607,in_sample,20,21,2
8,2620,in_sample,20,24,0
8,2663,in_sample,21,7,3
8,2679,in_sample,21,10,4
8,2686,in_sample,21,12,1
8,2702,in_sample,21,15,2
8,2715,in_sample,21,18,0
8,2716,in_sample,21,18,1
8,2723,in_sample,21,19,3
8,2745,in_sample,21,24,0
8,2757,in_sample,22,1,2
8,2787,in_sample,22,7,2
8,2795,in_sample,22,9,0
8,2802,in_sample,22,10,2
8,2837,in_sample,22,17,2
8,2841,in_sample,22,18,1
8,2852,in_sample,22,20,2
8,2893,in_sample,23,3,3
8,2900,in_sample,23,5,0
8,2929,in_sample,23,10,4
8,2943,in_sample,23,13,3
8,2955,in_sample,23,16,0
8,2976,in_sample,23,20,1
8,2986,in_sample,23,22,1
8,2996,in_sample,23,24,1
8,3022,in_sample,24,4,2
8,3036,in_sample,24,7,1
8,3045,in_sample,24,9,0
8,3055,in_sample,24,11,0
8,3058,in_sample,24,11,3
8,3079,in_sample,24,15,4
8,3082,in_sample,24,16,2
8,3107,in_sample,24,21,2
8,3116,in_sample,24,23,1
8,3,out_of_sample,0,0,3
8,4,out_of_sample,0,0,4
8,10,out_of_sample,0,2,0
8,12,out_of_sample,0,2,2
8,13,out_of_sample,0,2,3
8,14,out_of_sample,0,2,4
8,17,out_of_sample,0,3,2
8,18,out_of_sample,0,3,3
8,19,out_of_sample,0,3,4
8,22,out_of_sample,0,4,2
8,23,out_of_sample,0,4,3
8,27,out_of_sample,0,5,2
8,28,out_of_sample,0,5,3
8,34,out_of_sample,0,6,4
8,35,out_of_sample,0,7,0
8,36,out_of_sample,0,7,1
8,37,out_of_sample,0,7,2
8,38,out_of_sample,0,7,3
8,39,out_of_sample,0,7,4
8,40,out_of_sample,0,8,0
8,43,out_of_sample,0,8,3
8,49,out_of_sample,0,9,4
8,51,out_of_sample,0,10,1
8,56,out_of_sample,0,11,1
8,59,out_of_sample,0,11,4
8,60,out_of_sample,0,12,0
8,61,out_of_sample,0,12,1
8,62,out_of_sample,0,12,2
8,67,out_of_sample,0,13,2
8,68,out_of_sample,0,13,3
8,73,out_of_sample,0,14,3
8,74,out_of_sample,0,14,4
8,76,out_of_sample,0,15,1
8,83,out_of_sample,0,16,3
8,84,out_of_sample,0,16,4
8,86,out_of_sample,0,17,1
8,88,out_of_sample,0,17,3
8,89,out_of_sample,0,17,4
8,90,out_of_sample,0,18,0
8,92,out_of_sample,0,18,2
8,95,out_of_sample,0,19,0
8,97,out_of_sample,0,19,2
8,99,out_of_sample,0,19,4
8,101,out_of_sample,0,20,1
8,102,out_of_sample,0,20,2
8,103,out_of_sample,0,20,3
8,105,out_of_sample,0,21,0
8,108,out_of_sample,0,21,3
8,109,out_of_sample,0,21,4
8,110,out_of_sample,0,22,0
8,111,out_of_sample,0,22,1
8,114,out_of_sample,0,22,4
8,117,out_of_sample,0,23,2
8,121,out_of_sample,0,24,1
8,122,out_of_sample,0,24,2
8,127,out_of_sample,1,0,2
8,129,out_of_sample,1,0,4
8,130,out_of_sample,1,1,0
8,131,out_of_sample,1,1,1
8,135,out_of_sample,1,2,0
8,136,out_of_sample,1,2,1
8,137,out_of_sample,1,2,2
8,138,out_of_sample,1,2,3
8,141,out_of_sample,1,3,1
8,142,out_of_sample,1,3,2
8,144,out_of_sample,1,3,4
8,147,out_of_sample,1,4,2
8,149,out_of_sample,1,4,4
8,150,out_of_sample,1,5,0
8,153,out_of_sample,1,5,3
8,154,out_of_sample,1,5,4
8,156,out_of_sample,1,6,1
8,158,out_of_sample,1,6,3
8,165,out_of_sample,1,8,0
8,167,out_of_sample,1,8,2
8,168,out_of_sample,1,8,3
8,170,out_of_sample,1,9,0
8,171,out_of_sample,1,9,1
8,173,out_of_sample,1,9,3
8,179,out_of_sample,1,10,4
8,180,out_of_sample,1,11,0
8,181,out_of_sample,1,11,1
8,183,out_of_sample,1,11,3
8,184,out_of_sample,1,11,4
8,186,out_of_sample,1,12,1
8,188,out_of_sample,1,12,3
8,195,out_of_sample,1,14,0
8,196,out_of_sample,1,14,1
8,197,out_of_sample,1,14,2
8,198,out_of_sample,1,14,3
8,199,out_of_sample,1,14,4
8,200,out_of_sample,1,15,0
8,203,out_of_sample,1,15,3
8,205,out_of_sample,1,16,0
8,206,out_of_sample,1,16,1
8,207,out_of_sample,1,16,2
8,209,out_of_sample,1,16,4
8,212,out_of_sample,1,17,2
8,214,out_of_sample,1,17,4
8,218,out_of_sample,1,18,3
8,219,out_of_sample,1,18,4
8,221,out_of_sample,1,19,1
8,222,out_of_sample,1,19,2
8,223,out_of_sample,1,19,3
8,225,out_of_sample,1,20,0
8,227,out_of_sample,1,20,2
8,229,out_of_sample,1,20,4
8,230,out_of_sample,1,21,0
8,231,out_of_sample,1,21,1
8,234,out_of_sample,1,21,4
8,235,out_of_sample,1,22,0
8,236,out_of_sample,1,22,1
8,237,out_of_sample,1,22,2
8,238,out_of_sample,1,22,3
8,240,out_of_sample,1,23,0
8,241,out_of_sample,1,23,1
8,242,out_of_sample,1,23,2
8,243,out_of_sample,1,23,3
8,244,out_of_sample,1,23,4
8,245,out_of_sample,1,24,0
8,249,out_of_sample,1,24,4
8,255,out_of_sample,2,1,0
8,256,out_of_sample,2,1,1
8,257,out_of_sample,2,1,2
8,258,out_of_sample,2,1,3
8,259,out_of_sample,2,1,4
8,260,out_of_sample,2,2,0
8,261,out_of_sample,2,2,1
8,263,out_of_sample,2,2,3
8,269,out_of_sample,2,3,4
8,272,out_of_sample,2,4,2
8,274,out_of_sample,2,4,4
8,278,out_of_sample,2,5,3
8,282,out_of_sample,2,6,2
8,283,out_of_sample,2,6,3
8,284,out_of_sample,2,6,4
8,285,out_of_sample,2,7,0
8,286,out_of_sample,2,7,1
8,287,out_of_sample,2,7,2
8,288,out_of_sample,2,7,3
8,289,out_of_sample,2,7,4
8,291,out_of_sample,2,8,1
8,293,out_of_sample,2,8,3
8,294,out_of_sample,2,8,4
8,295,out_of_sample,2,9,0
8,297,out_of_sample,2,9,2
8,299,out_of_sample,2,9,4
8,301,out_of_sample,2,10,1
8,302,out_of_sample,2,10,2
8,303,out_of_sample,2,10,3
8,304,out_of_sample,2,10,4
8,305,out_of_sample,2,11,0
8,306,out_of_sample,2,11,1
8,308,out_of_sample,2,11,3
8,309,out_of_sample,2,11,4
8,310,out_of_sample,2,12,0
8,312,out_of_sample,2,12,2
8,316,out_of_sample,2,13,1
8,318,out_of_sample,2,13,3
8,320,out_of_sample,2,14,0
8,322,out_of_sample,2,14,2
8,324,out_of_sample,2,14,4
8,325,out_of_sample,2,15,0
8,326,out_of_sample,2,15,1
8,330,out_of_sample,2,16,0
8,331,out_of_sample,2,16,1
8,333,out_of_sample,2,16,3
8,334,out_of_sample,2,16,4
8,336,out_of_sample,2,17,1
8,337,out_of_sample,2,17,2
8,338,out_of_sample,2,17,3
8,340,out_of_sample,2,18,0
8,342,out_of_sample,2,18,2
8,350,out_of_sample,2,20,0
8,354,out_of_sample,2,20,4
8,355,out_of_sample,2,21,0
8,357,out_of_sample,2,21,2
8,361,out_of_sample,2,22,1
8,363,out_of_sample,2,22,3
8,365,out_of_sample,2,23,0
8,369,out_of_sample,2,23,4
8,370,out_of_sample,2,24,0
8,372,out_of_sample,2,24,2
8,373,out_of_sample,2,24,3
8,377,out_of_sample,3,0,2
8,379,out_of_sample,3,0,4
8,381,out_of_sample,3,1,1
8,386,out_of_sample,3,2,1
8,387,out_of_sample,3,2,2
8,388,out_of_sample,3,2,3
8,389,out_of_sample,3,2,4
8,391,out_of_sample,3,3,1
8,392,out_of_sample,3,3,2
8,393,out_of_sample,3,3,3
8,394,out_of_sample,3,3,4
8,395,out_of_sample,3,4,0
8,396,out_of_sample,3,4,1
8,402,out_of_sample,3,5,2
8,403,out_of_sample,3,5,3
8,409,out_of_sample,3,6,4
8,414,out_of_sample,3,7,4
8,421,out_of_sample,3,9,1
8,424,out_of_sample,3,9,4
8,431,out_of_sample,3,11,1
8,432,out_of_sample,3,11,2
8,437,out_of_sample,3,12,2
8,440,out_of_sample,3,13,0
8,443,out_of_sample,3,13,3
8,444,out_of_sample,3,13,4
8,447,out_of_sample,3,14,2
8,448,out_of_sample,3,14,3
8,453,out_of_sample,3,15,3
8,455,out_of_sample,3,16,0
8,456,out_of_sample,3,16,1
8,458,out_of_sample,3,16,3
8,461,out_of_sample,3,17,1
8,462,out_of_sample,3,17,2
8,465,out_of_sample,3,18,0
8,467,out_of_sample,3,18,2
8,468,out_of_sample,3,18,3
8,470,out_of_sample,3,19,0
8,471,out_of_sample,3,19,1
8,473,out_of_sample,3,19,3
8,476,out_of_sample,3,20,1
8,477,out_of_sample,3,20,2
8,478,out_of_sample,3,20,3
8,479,out_of_sample,3,20,4
8,481,out_of_sample,3,21,1
8,483,out_of_sample,3,21,3
8,485,out_of_sample,3,22,0
8,489,out_of_sample,3,22,4
8,492,out_of_sample,3,23,2
8,495,out_of_sample,3,24,0
8,498,out_of_sample,3,24,3
8,499,out_of_sample,3,24,4
8,500,out_of_sample,4,0,0
8,501,out_of_sample,4,0,1
8,503,out_of_sample,4,0,3
8,504,out_of_sample,4,0,4
8,506,out_of_sample,4,1,1
8,507,out_of_sample,4,1,2
8,509,out_of_sample,4,1,4
8,513,out_of_sample,4,2,3
8,517,out_of_sample,4,3,2
8,518,out_of_sample,4,3,3
8,519,out_of_sample,4,3,4
8,521,out_of_sample,4,4,1
8,523,out_of_sample,4,4,3
8,528,out_of_sample,4,5,3
8,529,out_of_sample,4,5,4
8,532,out_of_sample,4,6,2
8,534,out_of_sample,4,6,4
8,536,out_of_sample,4,7,1
8,541,out_of_sample,4,8,1
8,542,out_of_sample,4,8,2
8,543,out_of_sample,4,8,3
8,544,out_of_sample,4,8,4
8,546,out_of_sample,4,9,1
8,547,out_of_sample,4,9,2
8,553,out_of_sample,4,10,3
8,556,out_of_sample,4,11,1
8,561,out_of_sample,4,12,1
8,562,out_of_sample,4,12,2
8,564,out_of_sample,4,12,4
8,565,out_of_sample,4,13,0
8,566,out_of_sample,4,13,1
8,567,out_of_sample,4,13,2
8,571,out_of_sample,4,14,1
8,573,out_of_sample,4,14,3
8,574,out_of_sample,4,14,4
8,575,out_of_sample,4,15,0
8,576,out_of_sample,4,15,1
8,578,out_of_sample,4,15,3
8,579,out_of_sample,4,15,4
8,582,out_of_sample,4,16,2
8,583,out_of_sample,4,16,3
8,584,out_of_sample,4,16,4
8,585,out_of_sample,4,17,0
8,589,out_of_sample,4,17,4
8,590,out_of_sample,4,18,0
8,591,out_of_sample,4,18,1
8,592,out_of_sample,4,18,2
8,597,out_of_sample,4,19,2
8,603,out_of_sample,4,20,3
8,608,out_of_sample,4,21,3
8,613,out_of_sample,4,22,3
8,614,out_of_sample,4,22,4
8,615,out_of_sample,4,23,0
8,617,out_of_sample,4,23,2
8,618,out_of_sample,4,23,3
8,619,out_of_sample,4,23,4
8,620,out_of_sample,4,24,0
8,621,out_of_sample,4,24,1
8,624,out_of_sample,4,24,4
8,627,out_of_sample,5,0,2
8,629,out_of_sample,5,0,4
8,636,out_of_sample,5,2,1
8,645,out_of_sample,5,4,0
8,652,out_of_sample,5,5,2
8,653,out_of_sample,5,5,3
8,657,out_of_sample,5,6,2
8,659,out_of_sample,5,6,4
8,661,out_of_sample,5,7,1
8,662,out_of_sample,5,7,2
8,665,out_of_sample,5,8,0
8,671,out_of_sample,5,9,1
8,672,out_of_sample,5,9,2
8,673,out_of_sample,5,9,3
8,681,out_of_sample,5,11,1
8,683,out_of_sample,5,11,3
8,685,out_of_sample,5,12,0
8,688,out_of_sample,5,12,3
8,689,out_of_sample,5,12,4
8,690,out_of_sample,5,13,0
8,692,out_of_sample,5,13,2
8,693,out_of_sample,5,13,3
8,702,out_of_sample,5,15,2
8,703,out_of_sample,5,15,3
8,704,out_of_sample,5,15,4
8,706,out_of_sample,5,16,1
8,708,out_of_sample,5,16,3
8,709,out_of_sample,5,16,4
8,711,out_of_sample,5,17,1
8,712,out_of_sample,5,17,2
8,714,out_of_sample,5,17,4
8,716,out_of_sample,5,18,1
8,721,out_of_sample,5,19,1
8,723,out_of_sample,5,19,3
8,727,out_of_sample,5,20,2
8,732,out_of_sample,5,21,2
8,733,out_of_sample,5,21,3
8,734,out_of_sample,5,21,4
8,736,out_of_sample,5,22,1
8,737,out_of_sample,5,22,2
8,739,out_of_sample,5,22,4
8,741,out_of_sample,5,23,1
8,742,out_of_sample,5,23,2
8,745,out_of_sample,5,24,0
8,748,out_of_sample,5,24,3
8,750,out_of_sample,6,0,0
8,752,out_of_sample,6,0,2
8,754,out_of_sample,6,0,4
8,755,out_of_sample,6,1,0
8,756,out_of_sample,6,1,1
8,761,out_of_sample,6,2,1
8,767,out_of_sample,6,3,2
8,770,out_of_sample,6,4,0
8,773,out_of_sample,6,4,3
8,776,out_of_sample,6,5,1
8,778,out_of_sample,6,5,3
8,779,out_of_sample,6,5,4
8,781,out_of_sample,6,6,1
8,782,out_of_sample,6,6,2
8,784,out_of_sample,6,6,4
8,785,out_of_sample,6,7,0
8,786,out_of_sample,6,7,1
8,788,out_of_sample,6,7,3
8,789,out_of_sample,6,7,4
8,790,out_of_sample,6,8,0
8,791,out_of_sample,6,8,1
8,794,out_of_sample,6,8,4
8,796,out_of_sample,6,9,1
8,800,out_of_sample,6,10,0
8,801,out_of_sample,6,10,1
8,803,out_of_sample,6,10,3
8,805,out_of_sample,6,11,0
8,813,out_of_sample,6,12,3
8,817,out_of_sample,6,13,2
8,819,out_of_sample,6,13,4
8,823,out_of_sample,6,14,3
8,826,out_of_sample,6,15,1
8,827,out_of_sample,6,15,2
8,828,out_of_sample,6,15,3
8,829,out_of_sample,6,15,4
8,831,out_of_sample,6,16,1
8,833,out_of_sample,6,16,3
8,837,out_of_sample,6,17,2
8,841,out_of_sample,6,18,1
8,847,out_of_sample,6,19,2
8,848,out_of_sample,6,19,3
8,849,out_of_sample,6,19,4
8,850,out_of_sample,6,20,0
8,852,out_of_sample,6,20,2
8,853,out_of_sample,6,20,3
8,854,out_of_sample,6,20,4
8,855,out_of_sample,6,21,0
8,859,out_of_sample,6,21,4
8,860,out_of_sample,6,22,0
8,862,out_of_sample,6,22,2
8,863,out_of_sample,6,22,3
8,865,out_of_sample,6,23,0
8,867,out_of_sample,6,23,2
8,868,out_of_sample,6,23,3
8,872,out_of_sample,6,24,2
8,873,out_of_sample,6,24,3
8,875,out_of_sample,7,0,0
8,877,out_of_sample,7,0,2
8,878,out_of_sample,7,0,3
8,879,out_of_sample,7,0,4
8,887,out_of_sample,7,2,2
8,888,out_of_sample,7,2,3
8,892,out_of_sample,7,3,2
8,895,out_of_sample,7,4,0
8,898,out_of_sample,7,4,3
8,899,out_of_sample,7,4,4
8,902,out_of_sample,7,5,2
8,903,out_of_sample,7,5,3
8,905,out_of_sample,7,6,0
8,909,out_of_sample,7,6,4
8,910,out_of_sample,7,7,0
8,912,out_of_sample,7,7,2
8,914,out_of_sample,7,7,4
8,915,out_of_sample,7,8,0
8,917,out_of_sample,7,8,2
8,920,out_of_sample,7,9,0
8,921,out_of_sample,7,9,1
8,927,out_of_sample,7,10,2
8,930,out_of_sample,7,11,0
8,933,out_of_sample,7,11,3
8,934,out_of_sample,7,11,4
8,936,out_of_sample,7,12,1
8,937,out_of_sample,7,12,2
8,939,out_of_sample,7,12,4
8,940,out_of_sample,7,13,0
8,944,out_of_sample,7,13,4
8,945,out_of_sample,7,14,0
8,948,out_of_sample,7,14,3
8,950,out_of_sample,7,15,0
8,956,out_of_sample,7,16,1
8,959,out_of_sample,7,16,4
8,962,out_of_sample,7,17,2
8,963,out_of_sample,7,17,3
8,966,out_of_sample,7,18,1
8,975,out_of_sample,7,20,0
8,981,out_of_sample,7,21,1
8,984,out_of_sample,7,21,4
8,985,out_of_sample,7,22,0
8,987,out_of_sample,7,22,2
8,988,out_of_sample,7,22,3
8,989,out_of_sample,7,22,4
8,991,out_of_sample,7,23,1
8,993,out_of_sample,7,23,3
8,994,out_of_sample,7,23,4
8,996,out_of_sample,7,24,1
8,1000,out_of_sample,8,0,0
8,1001,out_of_sample,8,0,1
8,1004,out_of_sample,8,0,4
8,1005,out_of_sample,8,1,0
8,1008,out_of_sample,8,1,3
8,1012,out_of_sample,8,2,2
8,1013,out_of_sample,8,2,3
8,1014,out_of_sample,8,2,4
8,1015,out_of_sample,8,3,0
8,1016,out_of_sample,8,3,1
8,1017,out_of_sample,8,3,2
8,1028,out_of_sample,8,5,3
8,1029,out_of_sample,8,5,4
8,1031,out_of_sample,8,6,1
8,1032,out_of_sample,8,6,2
8,1034,out_of_sample,8,6,4
8,1036,out_of_sample,8,7,1
8,1040,out_of_sample,8,8,0
8,1041,out_of_sample,8,8,1
8,1043,out_of_sample,8,8,3
8,1044,out_of_sample,8,8,4
8,1048,out_of_sample,8,9,3
8,1049,out_of_sample,8,9,4
8,1050,out_of_sample,8,10,0
8,1052,out_of_sample,8,10,2
8,1054,out_of_sample,8,10,4
8,1056,out_of_sample,8,11,1
8,1060,out_of_sample,8,12,0
8,1063,out_of_sample,8,12,3
8,1064,out_of_sample,8,12,4
8,1065,out_of_sample,8,13,0
8,1066,out_of_sample,8,13,1
8,1067,out_of_sample,8,13,2
8,1068,out_of_sample,8,13,3
8,1069,out_of_sample,8,13,4
8,1070,out_of_sample,8,14,0
8,1072,out_of_sample,8,14,2
8,1073,out_of_sample,8,14,3
8,1078,out_of_sample,8,15,3
8,1079,out_of_sample,8,15,4
8,1080,out_of_sample,8,16,0
8,1082,out_of_sample,8,16,2
8,1085,out_of_sample,8,17,0
8,1087,out_of_sample,8,17,2
8,1088,out_of_sample,8,17,3
8,1093,out_of_sample,8,18,3
8,1096,out_of_sample,8,19,1
8,1098,out_of_sample,8,19,3
8,1099,out_of_sample,8,19,4
8,1100,out_of_sample,8,20,0
8,1101,out_of_sample,8,20,1
8,1103,out_of_sample,8,20,3
8,1104,out_of_sample,8,20,4
8,1107,out_of_sample,8,21,2
8,1112,out_of_sample,8,22,2
8,1115,out_of_sample,8,23,0
8,1119,out_of_sample,8,23,4
8,1120,out_of_sample,8,24,0
8,1124,out_of_sample,8,24,4
8,1128,out_of_sample,9,0,3
8,1129,out_of_sample,9,0,4
8,1131,out_of_sample,9,1,1
8,1132,out_of_sample,9,1,2
8,1134,out_of_sample,9,1,4
8,1135,out_of_sample,9,2,0
8,1137,out_of_sample,9,2,2
8,1138,out_of_sample,9,2,3
8,1142,out_of_sample,9,3,2
8,1146,out_of_sample,9,4,1
8,1149,out_of_sample,9,4,4
8,1152,out_of_sample,9,5,2
8,1153,out_of_sample,9,5,3
8,1158,out_of_sample,9,6,3
8,1160,out_of_sample,9,7,0
8,1161,out_of_sample,9,7,1
8,1163,out_of_sample,9,7,3
8,1168,out_of_sample,9,8,3
8,1170,out_of_sample,9,9,0
8,1171,out_of_sample,9,9,1
8,1173,out_of_sample,9,9,3
8,1175,out_of_sample,9,10,0
8,1176,out_of_sample,9,10,1
8,1177,out_of_sample,9,10,2
8,1181,out_of_sample,9,11,1
8,1183,out_of_sample,9,11,3
8,1184,out_of_sample,9,11,4
8,1187,out_of_sample,9,12,2
8,1189,out_of_sample,9,12,4
8,1192,out_of_sample,9,13,2
8,1195,out_of_sample,9,14,0
8,1196,out_of_sample,9,14,1
8,1197,out_of_sample,9,14,2
8,1200,out_of_sample,9,15,0
8,1205,out_of_sample,9,16,0
8,1208,out_of_sample,9,16,3
8,1209,out_of_sample,9,16,4
8,1211,out_of_sample,9,17,1
8,1213,out_of_sample,9,17,3
8,1214,out_of_sample,9,17,4
8,1215,out_of_sample,9,18,0
8,1217,out_of_sample,9,18,2
8,1220,out_of_sample,9,19,0
8,1222,out_of_sample,9,19,2
8,1225,out_of_sample,9,20,0
8,1227,out_of_sample,9,20,2
8,1229,out_of_sample,9,20,4
8,1230,out_of_sample,9,21,0
8,1232,out_of_sample,9,21,2
8,1233,out_of_sample,9,21,3
8,1234,out_of_sample,9,21,4
8,1238,out_of_sample,9,22,3
8,1239,out_of_sample,9,22,4
8,1245,out_of_sample,9,24,0
8,1248,out_of_sample,9,24,3
8,1250,out_of_sample,10,0,0
